starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_drop_23-24.pth
Train loss: 0.7149071267414691 Val loss: 0.0 Time: 1.1607651000085752
Train loss: 0.6226609141695436 Val loss: 0.0 Time: 1.180448899991461
Shrinking learning rate to 1e-05
Train loss: 0.7370007837960628 Val loss: 0.0 Time: 1.449730799999088
Train loss: 0.7284483642095942 Val loss: 0.0 Time: 1.136473800012027
Train loss: 0.5631349842198983 Val loss: 0.0 Time: 1.2276421999995364
Train loss: 0.7434736143610223 Val loss: 0.0 Time: 1.1680278000130784
Train loss: 0.7421043034200903 Val loss: 0.0 Time: 1.1166883999976562
Train loss: 0.5751998915733916 Val loss: 0.0 Time: 1.1206805999972858
Train loss: 0.7869940068621739 Val loss: 0.0 Time: 1.1619457000051625
Train loss: 0.597499630573181 Val loss: 0.0 Time: 1.1635798999923281
Train loss: 0.6147985418730144 Val loss: 0.0 Time: 1.2282506000046851
Train loss: 0.6796801347621511 Val loss: 0.0 Time: 1.1111766999965766
Train loss: 0.656303692532898 Val loss: 0.0 Time: 1.105634999999893
Train loss: 0.7331449859020269 Val loss: 0.0 Time: 1.0844180000131018
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 0.6776156134636269 Val loss: 0.0 Time: 1.1159334000112722
Train loss: 0.8494845756417106 Val loss: 0.0 Time: 1.1368966000009095
Train loss: 0.5861363090516747 Val loss: 0.0 Time: 1.1907711999956518
Train loss: 0.605125713543111 Val loss: 0.0 Time: 1.303675299990573
Train loss: 0.6476748872664189 Val loss: 0.0 Time: 1.2423930000077235
Train loss: 0.7462997681447221 Val loss: 0.0 Time: 1.140337400007411
Train loss: 0.7404598956152819 Val loss: 0.0 Time: 1.14962419999938
Train loss: 0.625921811445413 Val loss: 0.0 Time: 1.110027100003208
Train loss: 0.6401582453893901 Val loss: 0.0 Time: 1.1748538999963785
Train loss: 0.6714690070164053 Val loss: 0.0 Time: 1.1355192000046372
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 90.44567899999674
