starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\gru_drop_23-24.pth
Train loss: 3.5989890534446998 Val loss: 0.39442228016908737 Time: 1.9212507000002006
Train loss: 3.282080936921492 Val loss: 0.35441868277930666 Time: 2.0125316000003295
Train loss: 3.187540092978594 Val loss: 0.34202155918219423 Time: 1.7013735999998971
Train loss: 3.2549049077249794 Val loss: 0.35398277202694106 Time: 1.7337971000001744
Train loss: 3.09294615884253 Val loss: 0.32740907619544307 Time: 1.636584199999561
Train loss: 3.2678582594576335 Val loss: 0.34261902532316757 Time: 1.8247738000000027
Train loss: 2.9441423816257535 Val loss: 0.307762175033356 Time: 1.7015808999999535
Train loss: 3.0052511510860533 Val loss: 0.3187099195915201 Time: 1.3240381000000525
Train loss: 2.8368579697907705 Val loss: 0.30021471159296786 Time: 2.136911399999917
Train loss: 2.832090811734655 Val loss: 0.3007519980886996 Time: 1.9185475999997834
Train loss: 2.7510715213697097 Val loss: 0.3034877109175464 Time: 1.83744280000019
Train loss: 2.7723433033561093 Val loss: 0.29716436656796713 Time: 1.7463450000000194
Train loss: 2.5918410727323646 Val loss: 0.2796091242134042 Time: 1.73932190000005
Train loss: 2.700426577167709 Val loss: 0.27578462747079485 Time: 1.4656442000000425
Train loss: 2.629713726518559 Val loss: 0.275280627095737 Time: 1.9480892000001404
Train loss: 2.707146721484719 Val loss: 0.29196792581820824 Time: 1.9167119000003368
Train loss: 2.482542605597141 Val loss: 0.26656823964964066 Time: 2.0942361000002165
Train loss: 2.296610083630924 Val loss: 0.23299269135452033 Time: 2.157278000000133
Train loss: 2.444870374274842 Val loss: 0.25488918190543075 Time: 1.8216072999998687
Train loss: 2.439976445887055 Val loss: 0.24711013236918358 Time: 1.7453498999998374
Train loss: 2.3786698746016874 Val loss: 0.2492936232431056 Time: 1.7002308999999514
Train loss: 2.253669270617543 Val loss: 0.24615967876934017 Time: 1.3576892999999473
Train loss: 2.362434784757369 Val loss: 0.2535917671899845 Time: 1.5195309999999154
Train loss: 2.1760428227154733 Val loss: 0.2221759582847043 Time: 1.7878456000003098
Train loss: 2.1844767094754474 Val loss: 0.24705305975548641 Time: 1.9219895999999608
Train loss: 2.0547157886333105 Val loss: 0.21400638951125564 Time: 2.1530782999998337
Train loss: 2.1209048627393505 Val loss: 0.24146191853538332 Time: 2.216157000000294
Train loss: 2.233196047958387 Val loss: 0.24227727301919671 Time: 2.1186296000000766
Train loss: 1.9476304984002635 Val loss: 0.22386234427754828 Time: 2.2616711000000578
Train loss: 2.0118737584809594 Val loss: 0.20510374893949476 Time: 2.2661364000000503
Train loss: 2.013643901836936 Val loss: 0.20261280982967328 Time: 2.2202806000000237
Train loss: 2.009977156562755 Val loss: 0.2458048064774268 Time: 2.6402094000000034
Train loss: 1.9345331864167765 Val loss: 0.20416052690710745 Time: 2.002241900000172
Train loss: 1.848519918204758 Val loss: 0.1978007029812577 Time: 2.6262453000003916
Train loss: 1.9976020679915258 Val loss: 0.20764900684730134 Time: 2.725212299999839
Train loss: 1.8495164249756044 Val loss: 0.19530515046995586 Time: 2.685725100000127
Train loss: 1.942949952369176 Val loss: 0.22334278732747662 Time: 1.8266364000000976
Train loss: 1.7312416558159853 Val loss: 0.19439540398164043 Time: 1.8454493999997794
Train loss: 1.6501463664547895 Val loss: 0.17789087513543414 Time: 1.5840912999997272
Train loss: 1.798662011201202 Val loss: 0.1982479337650907 Time: 1.4941650999999183
Train loss: 1.6485508532906579 Val loss: 0.17884177951512 Time: 1.581435899999633
Train loss: 1.7147336734284124 Val loss: 0.17486765301882093 Time: 1.7041779000001043
Train loss: 1.8177837589552368 Val loss: 0.19951482582985985 Time: 2.101627599999574
Train loss: 1.7692062820109413 Val loss: 0.19054367642331288 Time: 1.9176402999996753
Train loss: 1.6917430900524266 Val loss: 0.1860555401932866 Time: 1.5508441000001767
Train loss: 1.7626349420629595 Val loss: 0.20127733352965152 Time: 1.7877039999998487
Train loss: 1.7566308142358196 Val loss: 0.18288220213300563 Time: 2.395283500000005
Train loss: 1.6449894309618216 Val loss: 0.17160336764458536 Time: 2.0696633999996266
Train loss: 1.5432506080690587 Val loss: 0.1725051071332861 Time: 2.089371399999891
Train loss: 1.4618350744186301 Val loss: 0.15745938237381774 Time: 2.2921315999997205
Train loss: 1.5360373204207463 Val loss: 0.17583410745245828 Time: 1.7883516000001691
Train loss: 1.6151647625454224 Val loss: 0.1679115967566821 Time: 1.9078292999997757
Train loss: 1.5831372740249492 Val loss: 0.17407585586536672 Time: 1.956834500000241
Train loss: 1.5071883400922843 Val loss: 0.16286815126785562 Time: 1.6713536000002023
Train loss: 1.61438612053729 Val loss: 0.18341150112541083 Time: 1.6123536000000058
Train loss: 1.5281407569270797 Val loss: 0.16266440049438907 Time: 1.8178375000002234
Train loss: 1.5211518626190923 Val loss: 0.15768755940925255 Time: 1.674413100000038
Train loss: 1.7511266877188145 Val loss: 0.18673669146259242 Time: 1.5766711999999643
Train loss: 1.3910398646667135 Val loss: 0.16844525329607415 Time: 1.7026495999998588
Train loss: 1.4533617988115566 Val loss: 0.16869399641052688 Time: 1.3958773999997902
Train loss: 1.5405696404108369 Val loss: 0.1607112204561903 Time: 1.6819926000002852
Train loss: 1.4587085741437704 Val loss: 0.16554234961388167 Time: 1.705196800000067
Train loss: 1.4428699248848034 Val loss: 0.20025080605004844 Time: 1.438810800000283
Train loss: 1.4006614524783458 Val loss: 0.17689191372803575 Time: 1.5831723999999667
Train loss: 1.5085129176243157 Val loss: 0.1816212001069175 Time: 1.8650425000000723
Train loss: 1.4324373087110587 Val loss: 0.19968615953518606 Time: 1.8171038999998927
Train loss: 1.324472012517333 Val loss: 0.17996287599266897 Time: 1.4617554999999811
Train loss: 1.2657082949512315 Val loss: 0.1546230075238357 Time: 1.8374367999999777
Train loss: 1.3003650005020773 Val loss: 0.16926157426440894 Time: 1.5109440999999606
Train loss: 1.2127205508415955 Val loss: 0.16557202866504467 Time: 1.5743132000002333
Train loss: 1.2059350908515398 Val loss: 0.16700779548327999 Time: 1.6548370000000432
Train loss: 1.123195231050179 Val loss: 0.1753557369609938 Time: 1.6824491999996098
Train loss: 1.1477976312264353 Val loss: 0.11732011126643888 Time: 1.9041458000001512
Train loss: 1.2395967489521809 Val loss: 0.1457071956131493 Time: 1.50561609999977
Train loss: 1.2921490624975323 Val loss: 0.19893181574351493 Time: 1.575468699999874
Train loss: 1.219852015347933 Val loss: 0.1354811994625932 Time: 1.793301000000156
Train loss: 1.297161215527467 Val loss: 0.18417474998792258 Time: 1.7507578000004287
Train loss: 1.1933756082202889 Val loss: 0.1320541066446532 Time: 1.570191700000123
Train loss: 1.1448563278868846 Val loss: 0.1476817182382128 Time: 1.660187599999972
Train loss: 1.3368945915883046 Val loss: 0.1465990114017335 Time: 1.6534656999997424
Train loss: 1.2329098128349223 Val loss: 0.1603587778322025 Time: 2.0756642000001193
Shrinking learning rate to 1e-05
Train loss: 1.3639351422008694 Val loss: 0.16906585023171816 Time: 2.2867514999998093
Train loss: 1.1723218706960807 Val loss: 0.15656797917792556 Time: 2.3053218999998535
Train loss: 1.1055862119931952 Val loss: 0.15054465778441317 Time: 2.1256264999997256
Train loss: 1.0477016597987472 Val loss: 0.1449545547001278 Time: 1.8431526999997914
Train loss: 1.0090842339482151 Val loss: 0.14856189792527882 Time: 1.7552573000002667
Train loss: 1.138024466495967 Val loss: 0.15702507003393115 Time: 1.987691199999972
Train loss: 1.1740735401782558 Val loss: 0.157870670094705 Time: 2.2084712999999283
Train loss: 1.1734704659181432 Val loss: 0.15669183412155266 Time: 2.1656559000002744
Train loss: 1.2421905358686596 Val loss: 0.16650735309439818 Time: 2.7996769000001223
Train loss: 1.1340911400890263 Val loss: 0.15592871369122496 Time: 1.9824330999999802
Train loss: 1.0294292213930234 Val loss: 0.14325677260081573 Time: 2.2161191999998664
Train loss: 1.181313962822177 Val loss: 0.15357069961666786 Time: 2.051252000000204
Train loss: 1.2110655744515135 Val loss: 0.16170047408864568 Time: 2.1214098000000376
Train loss: 1.1168060122439556 Val loss: 0.15439817132233624 Time: 1.9788672999998198
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 1.103552318727111 Val loss: 0.1543895899137054 Time: 1.9214069999998173
Train loss: 1.064515023287937 Val loss: 0.15109136008465224 Time: 2.0702047999998285
Train loss: 1.091913425683971 Val loss: 0.15261762680567223 Time: 2.0514149000000543
Train loss: 1.0903204952863226 Val loss: 0.1527516221574532 Time: 1.7100935999997091
Train loss: 1.1112561783240693 Val loss: 0.15413791162426524 Time: 1.9135362000001805
Train loss: 0.9474331803095595 Val loss: 0.14223169879308675 Time: 1.8593439000001126
Train loss: 1.1703031501536714 Val loss: 0.15803600404933363 Time: 1.6447120000002542
Train loss: 1.0794017755865397 Val loss: 0.15201858125268997 Time: 1.9220589000001382
Train loss: 1.0548343690455795 Val loss: 0.1502025194351554 Time: 1.9403328000003057
Train loss: 1.255693405712158 Val loss: 0.16471995977898182 Time: 1.9635065000002214
Train loss: 1.1290087262539714 Val loss: 0.15590036540997956 Time: 1.974311999999827
Train loss: 0.9343251843527014 Val loss: 0.14210706502555243 Time: 2.6687105999999403
Train loss: 1.220790803378037 Val loss: 0.1621951909542376 Time: 2.1367699000002176
Train loss: 1.1740249471227742 Val loss: 0.1581923487821585 Time: 2.79001210000024
Train loss: 1.106131723860436 Val loss: 0.15331947553320152 Time: 2.2592940999998063
Train loss: 1.12487924523008 Val loss: 0.15427716636015512 Time: 2.322190700000192
Train loss: 1.1440435379857092 Val loss: 0.15462928361782932 Time: 2.768265600000177
Train loss: 1.0307359396818905 Val loss: 0.146300725242426 Time: 1.8723712999999407
Train loss: 1.1429203142643303 Val loss: 0.15453657032116228 Time: 2.264537499999733
Train loss: 1.0472685325858357 Val loss: 0.1477132177644025 Time: 2.092176400000426
Train loss: 1.2016933506367913 Val loss: 0.1595017347375705 Time: 1.9778701999998702
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 317.2545623000001
