starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_23-24.pth
Train loss: 1.5985299284812982 Val loss: 0.0 Time: 1.3611171999946237
Train loss: 1.9933080500086247 Val loss: 0.0 Time: 1.2216320000006817
Train loss: 1.8252819649789878 Val loss: 0.0 Time: 1.4485025999892969
Train loss: 1.5919271805384465 Val loss: 0.0 Time: 1.2839108999905875
Train loss: 1.7811796315005495 Val loss: 0.0 Time: 1.4183191999909468
Train loss: 1.6606146338170902 Val loss: 0.0 Time: 1.3135097000049427
Train loss: 1.6334693447671498 Val loss: 0.0 Time: 1.3807482999982312
Train loss: 1.7393100701064803 Val loss: 0.0 Time: 1.2832419999904232
Train loss: 1.6716135669772747 Val loss: 0.0 Time: 1.410123099994962
Train loss: 1.7470535804196032 Val loss: 0.0 Time: 1.2904469999921275
Train loss: 1.6690937371442978 Val loss: 0.0 Time: 1.3792347999988124
Train loss: 1.4809276404913305 Val loss: 0.0 Time: 1.5116516999987653
Train loss: 1.5264247071288821 Val loss: 0.0 Time: 1.2299558999948204
Train loss: 1.7529318816493173 Val loss: 0.0 Time: 1.4425269000057597
Train loss: 1.6457766513693741 Val loss: 0.0 Time: 1.3231690999964485
Train loss: 1.5747602046108398 Val loss: 0.0 Time: 1.337303799999063
Train loss: 1.3247274515643994 Val loss: 0.0 Time: 1.284185799988336
Train loss: 1.692782633588621 Val loss: 0.0 Time: 1.314475000006496
Train loss: 1.7641701174672626 Val loss: 0.0 Time: 1.7039412000012817
Train loss: 1.6528929295842618 Val loss: 0.0 Time: 1.3352845000044908
Train loss: 1.5227010560508631 Val loss: 0.0 Time: 1.3482654999970691
Train loss: 1.5833892149986752 Val loss: 0.0 Time: 1.27929329998733
Train loss: 1.5361878873507706 Val loss: 0.0 Time: 1.3685347999999067
Train loss: 1.5945411704548533 Val loss: 0.0 Time: 1.2884612000052584
Train loss: 1.5337983872876748 Val loss: 0.0 Time: 1.394899399994756
Train loss: 1.4481187085931078 Val loss: 0.0 Time: 1.436596899991855
Shrinking learning rate to 1e-05
Train loss: 1.5189015478068768 Val loss: 0.0 Time: 1.4527286999946227
Train loss: 1.5258221856877299 Val loss: 0.0 Time: 1.3045134999993024
Train loss: 1.6552431563921388 Val loss: 0.0 Time: 1.4208036000054562
Train loss: 1.4684431440978614 Val loss: 0.0 Time: 1.2731273999961559
Train loss: 1.5090114202873934 Val loss: 0.0 Time: 1.3037591999891447
Train loss: 1.4331136142319565 Val loss: 0.0 Time: 1.9793220999999903
Train loss: 1.4467356909048021 Val loss: 0.0 Time: 1.4942955000005895
Train loss: 1.3759324630984793 Val loss: 0.0 Time: 1.280448499994236
Train loss: 1.4968295171107115 Val loss: 0.0 Time: 1.3655858999991324
Train loss: 1.3846821715430142 Val loss: 0.0 Time: 1.3315831000072649
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 1.537430588000177 Val loss: 0.0 Time: 1.1654963999899337
Train loss: 1.4622572052905127 Val loss: 0.0 Time: 1.6196584999997867
Train loss: 1.4747430080565422 Val loss: 0.0 Time: 1.4629392999922857
Train loss: 1.5145269615581753 Val loss: 0.0 Time: 1.3345187000086298
Train loss: 1.539630976928998 Val loss: 0.0 Time: 2.2868899000022793
Train loss: 1.4442864687218737 Val loss: 0.0 Time: 1.1013489000033587
Train loss: 1.3227383795188041 Val loss: 0.0 Time: 1.2379652999952668
Train loss: 1.4508895802036932 Val loss: 0.0 Time: 1.187299700002768
Train loss: 1.4811998716913983 Val loss: 0.0 Time: 1.345163899997715
Train loss: 1.2012599164562516 Val loss: 0.0 Time: 1.146899500003201
Train loss: 1.4873966679824662 Val loss: 0.0 Time: 1.290720799996052
Train loss: 1.5248892114778343 Val loss: 0.0 Time: 1.1661154000030365
Train loss: 1.3745114082009913 Val loss: 0.0 Time: 1.3903831999923568
Train loss: 1.3249984442376217 Val loss: 0.0 Time: 1.21832600000198
Train loss: 1.3388590261871762 Val loss: 0.0 Time: 1.3146087000059197
Train loss: 1.4015488925476944 Val loss: 0.0 Time: 1.1251206000015372
Train loss: 1.3366830751527985 Val loss: 0.0 Time: 1.2107153000106337
Train loss: 1.4498014455811017 Val loss: 0.0 Time: 1.255773599987151
Train loss: 1.4089159322766989 Val loss: 0.0 Time: 1.30311230001098
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 192.74976030000835
