starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_drop_B_23-24.pth
Train loss: 1.4543390838411625 Val loss: 0.0 Time: 0.7623091000132263
Train loss: 1.3592839212613654 Val loss: 0.0 Time: 0.6855599000118673
Train loss: 1.361127283287182 Val loss: 0.0 Time: 0.7008173000067472
Train loss: 1.4664103206193602 Val loss: 0.0 Time: 0.769422300014412
Train loss: 1.4586482851308793 Val loss: 0.0 Time: 0.715208999987226
Train loss: 1.367882996127225 Val loss: 0.0 Time: 0.7126310000021476
Train loss: 1.4250174396858029 Val loss: 0.0 Time: 0.6967772000061814
Train loss: 1.5846296822498118 Val loss: 0.0 Time: 0.6815636999963317
Train loss: 1.5880910469411482 Val loss: 0.0 Time: 0.6974385000066832
Train loss: 1.383567719174394 Val loss: 0.0 Time: 0.6994858000252862
Train loss: 1.168720848971219 Val loss: 0.0 Time: 0.8445152000058442
Train loss: 1.4185645848899924 Val loss: 0.0 Time: 0.7368836000096053
Train loss: 1.3538603172132613 Val loss: 0.0 Time: 0.7008544999989681
Train loss: 1.2915619299636774 Val loss: 0.0 Time: 0.679058299981989
Train loss: 1.2633018536631795 Val loss: 0.0 Time: 0.6953044999972917
Train loss: 1.3910509903457466 Val loss: 0.0 Time: 0.6945774999912828
Train loss: 1.1938544237985127 Val loss: 0.0 Time: 0.7061985000036657
Train loss: 1.270528946852064 Val loss: 0.0 Time: 0.7023500000068452
Train loss: 1.3759665314337894 Val loss: 0.0 Time: 0.6930996000010055
Train loss: 1.4907383591144745 Val loss: 0.0 Time: 0.6889782000216655
Shrinking learning rate to 1e-05
Train loss: 1.3292960425001938 Val loss: 0.0 Time: 0.7622909999918193
Train loss: 1.3145206953379402 Val loss: 0.0 Time: 0.8086179999809247
Train loss: 1.1853111871999555 Val loss: 0.0 Time: 0.7423185000079684
Train loss: 1.1694972975642388 Val loss: 0.0 Time: 0.6760783999925479
Train loss: 1.131673548671376 Val loss: 0.0 Time: 0.6847424000152387
Train loss: 1.3505940138015973 Val loss: 0.0 Time: 0.6885593000042718
Train loss: 1.2936334716114875 Val loss: 0.0 Time: 0.7076571999932639
Train loss: 1.466554756861683 Val loss: 0.0 Time: 0.736925400007749
Train loss: 1.146172254821992 Val loss: 0.0 Time: 0.6709748000139371
Train loss: 1.142464129427907 Val loss: 0.0 Time: 0.698253200011095
Train loss: 1.2707239887245763 Val loss: 0.0 Time: 0.6933527000073809
Train loss: 1.2299451208228263 Val loss: 0.0 Time: 0.7381963999941945
Train loss: 1.2357986155468836 Val loss: 0.0 Time: 0.7258674999757204
Train loss: 1.2634457687908158 Val loss: 0.0 Time: 0.7003124000038952
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 1.3315340642533364 Val loss: 0.0 Time: 0.7157815000100527
Train loss: 1.1775809228564142 Val loss: 0.0 Time: 0.6962251999939326
Train loss: 1.236411262459768 Val loss: 0.0 Time: 0.7060233000083826
Train loss: 1.1745343510628459 Val loss: 0.0 Time: 0.8781997000041883
Train loss: 1.143976992616686 Val loss: 0.0 Time: 0.6930621999781579
Train loss: 1.1452859544685907 Val loss: 0.0 Time: 0.678352500020992
Train loss: 1.1594606006560753 Val loss: 0.0 Time: 0.65988219997962
Train loss: 1.2248885206944777 Val loss: 0.0 Time: 0.6890461999864783
Train loss: 1.1064920844831683 Val loss: 0.0 Time: 0.7213604999997187
Train loss: 1.2922593442498282 Val loss: 0.0 Time: 0.7643872000044212
Train loss: 1.1859469332010377 Val loss: 0.0 Time: 0.7059368000191171
Train loss: 1.3044579368983023 Val loss: 0.0 Time: 0.7103365000220947
Train loss: 1.239041170520819 Val loss: 0.0 Time: 0.6970201999938581
Train loss: 1.1781831794287712 Val loss: 0.0 Time: 0.6952002999896649
Train loss: 1.2282505186177843 Val loss: 0.0 Time: 0.7098218000028282
Train loss: 1.3961979595304115 Val loss: 0.0 Time: 0.7174284000066109
Train loss: 1.2622757450252706 Val loss: 0.0 Time: 0.6671513000037521
Train loss: 1.1472039391976896 Val loss: 0.0 Time: 0.6801454999949783
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 66.26731419999851
