starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_drop_2lin_B_23-24.pth
Train loss: 0.8910499009943303 Val loss: 0.0002468508027959615 Time: 1.2936295999970753
Train loss: 0.9471944325336472 Val loss: 0.0005443127010948956 Time: 1.4868549999955576
Train loss: 1.2496558517529004 Val loss: 0.0003474075347185135 Time: 2.1053261999913957
Train loss: 0.973296638430732 Val loss: 0.0002669469977263361 Time: 2.197660400008317
Train loss: 1.101425369007475 Val loss: 0.00039438967360183597 Time: 3.294048199983081
Train loss: 0.8786223746561306 Val loss: 0.0007504608365707099 Time: 2.7368664999958128
Train loss: 1.1724680258125635 Val loss: 0.00017443990509491414 Time: 1.454016200004844
Train loss: 1.1792040902370022 Val loss: 0.00023575880913995206 Time: 1.5265225000039209
Train loss: 1.0260826452861362 Val loss: 0.00029322414775379 Time: 1.6994988999795169
Train loss: 1.120075697312164 Val loss: 0.0005131644429638982 Time: 1.5813122999970801
Train loss: 1.122656462270721 Val loss: 0.0005600645090453327 Time: 1.3068727000209037
Train loss: 0.990251756621316 Val loss: 0.00032692719832994044 Time: 1.4548429000133183
Train loss: 1.1503547044805322 Val loss: 0.0005273377755656838 Time: 1.363223000022117
Train loss: 1.0324340521084159 Val loss: 0.00042380543891340494 Time: 1.2947364000137895
Train loss: 0.9303282343477726 Val loss: 0.00026965333381667733 Time: 1.3468681999947876
Shrinking learning rate to 1e-05
Train loss: 1.134114246818175 Val loss: 0.00014317885506898165 Time: 1.5134828999871388
Train loss: 0.9934507207842382 Val loss: 7.892806752352044e-05 Time: 1.2247885999968275
Train loss: 0.8997787952179221 Val loss: 4.0383689338341355e-05 Time: 1.766026299999794
Train loss: 0.8274339631948613 Val loss: 4.737695780931972e-05 Time: 2.6073136999912094
Train loss: 0.803799652775556 Val loss: 4.3202944652875885e-05 Time: 2.6033429999952205
Train loss: 0.8529590609583787 Val loss: 4.685745807364583e-05 Time: 1.5317564000142738
Train loss: 0.8305483895618616 Val loss: 3.414698949200101e-05 Time: 1.2788734999776352
Train loss: 0.9514191221765134 Val loss: 3.630198989412747e-05 Time: 1.5321090000215918
Train loss: 0.9800873070662406 Val loss: 2.916332050517667e-05 Time: 1.6108520000125282
Train loss: 0.8488341562602169 Val loss: 2.5683382773422636e-05 Time: 1.3656111000163946
Train loss: 0.7434454045502923 Val loss: 2.5240286049665883e-05 Time: 1.234740799991414
Train loss: 0.8766071728123261 Val loss: 4.2244842916261405e-05 Time: 1.3039223999949172
Train loss: 0.8888384018327287 Val loss: 3.504614142002538e-05 Time: 1.2589482000039425
Train loss: 0.8388157675005754 Val loss: 3.304811252746731e-05 Time: 1.4939613999740686
Train loss: 1.0131938939085325 Val loss: 3.5227214539190754e-05 Time: 1.2899099999922328
Train loss: 0.7824009627307442 Val loss: 3.3180251193698496e-05 Time: 1.4233344999956898
Train loss: 0.8631068841667306 Val loss: 3.361443668836728e-05 Time: 1.3936854999919888
Train loss: 0.8244676448063295 Val loss: 1.5982486729626544e-05 Time: 1.1915142000070773
Train loss: 0.7615459134602574 Val loss: 2.8699096219497733e-05 Time: 1.3550534000096377
Train loss: 0.9342106725793506 Val loss: 3.8870435673743486e-05 Time: 1.3123322000028566
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 1.0113002844482504 Val loss: 2.2331838408717886e-05 Time: 1.3140854999946896
Train loss: 0.7158994707724542 Val loss: 2.1109817680553533e-05 Time: 1.3767012000025716
Train loss: 0.8183345273516756 Val loss: 2.2520391212310642e-05 Time: 1.2407496999949217
Train loss: 0.7371983250419412 Val loss: 2.3945362045196816e-05 Time: 1.2847336000122596
Train loss: 0.9569349488258965 Val loss: 2.359352401981596e-05 Time: 1.3446045000164304
Train loss: 0.8913393763918123 Val loss: 2.2681057089357637e-05 Time: 1.3751877000031527
Train loss: 0.7654419012040516 Val loss: 2.2945605451241136e-05 Time: 1.2470324000169057
Train loss: 0.7979462379644899 Val loss: 2.233768282167148e-05 Time: 1.411051699978998
Train loss: 0.7822506669670721 Val loss: 2.1790756363770925e-05 Time: 1.2570062000013422
Train loss: 0.8215988608153482 Val loss: 2.2526895918417722e-05 Time: 1.6890285999979824
Train loss: 0.7541032630371687 Val loss: 2.4284452592837624e-05 Time: 1.6124821999983396
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 117.23649979999755
