starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\gru_3lay_drop_23-24.pth
Train loss: 1.079157259211227 Val loss: 0.0004309898940846324 Time: 1.1705877000058535
Train loss: 0.9158885740984918 Val loss: 0.0002431920584058389 Time: 1.2012469000037527
Train loss: 0.9705117149614773 Val loss: 0.0003096922009717673 Time: 1.2321616000117501
Train loss: 0.9885118534789683 Val loss: 0.0005864182603545487 Time: 1.2070900999970036
Shrinking learning rate to 1e-05
Train loss: 1.3611537160198894 Val loss: 5.073050851933658e-05 Time: 1.1991874000086682
Train loss: 0.9718925829566611 Val loss: 1.9329097995068878e-05 Time: 1.2275571999925887
Train loss: 0.98252496537593 Val loss: 1.3667151506524533e-05 Time: 1.1709657000028528
Train loss: 0.8375141537165824 Val loss: 1.8687058400246315e-05 Time: 1.1934578999935184
Train loss: 0.8026369414861834 Val loss: 1.2878652341896668e-05 Time: 1.2035431000113022
Train loss: 0.6772483501733155 Val loss: 9.099709131987765e-06 Time: 1.2351989000017056
Train loss: 0.8307875708222299 Val loss: 6.327489245450124e-06 Time: 1.1062723000068218
Train loss: 0.8027640568579102 Val loss: 1.654015613894444e-05 Time: 1.1957210999971721
Train loss: 0.686801479801453 Val loss: 1.1308455214020796e-05 Time: 1.1958194000035292
Train loss: 1.0012136686207946 Val loss: 1.4306035154731944e-05 Time: 1.2121593000047142
Train loss: 0.7174932399717346 Val loss: 1.4333044418890495e-05 Time: 1.2227339999953983
Train loss: 0.67099762935571 Val loss: 1.537837670184672e-05 Time: 1.2090993000019807
Train loss: 0.8301535820606958 Val loss: 1.970531593542546e-05 Time: 1.2240181000088342
Train loss: 0.7395670150769391 Val loss: 1.5158081623667385e-05 Time: 1.1700405000010505
Train loss: 0.7924464721341791 Val loss: 1.2796964256267529e-05 Time: 1.2092017999966629
Train loss: 0.8916250414171012 Val loss: 8.23989921627799e-06 Time: 1.2098461000132374
Train loss: 0.7493598715664183 Val loss: 1.0117049896507524e-05 Time: 1.191663099991274
Train loss: 0.732976688329642 Val loss: 1.0859459507628344e-05 Time: 1.1866364000015892
Train loss: 0.7918212550465042 Val loss: 1.165326830232516e-05 Time: 1.2092798000085168
Train loss: 0.5893546753407021 Val loss: 1.1339644515828695e-05 Time: 1.19397750000644
Train loss: 0.711598327998988 Val loss: 8.976403478300199e-06 Time: 1.2109916000044905
Train loss: 0.6970643871790507 Val loss: 8.005182280612644e-06 Time: 1.1808281999983592
Train loss: 0.689256407217723 Val loss: 5.930271072429605e-06 Time: 1.1851369999931194
Train loss: 0.6300747704639758 Val loss: 9.080413292394951e-06 Time: 1.1678100999997696
Train loss: 0.7055627748772126 Val loss: 1.4000432202010415e-05 Time: 1.1760875999898417
Train loss: 0.8824832143376595 Val loss: 9.644562851462979e-06 Time: 1.1813578000001144
Train loss: 0.8163923817515801 Val loss: 8.341671673406381e-06 Time: 1.1857279999967432
Train loss: 0.732055106935964 Val loss: 1.1341777280904353e-05 Time: 1.2565025000076275
Train loss: 0.6978338529480068 Val loss: 1.4248294974095188e-05 Time: 1.2006173999980092
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 0.7704936442885533 Val loss: 8.72036525834119e-06 Time: 1.2075686999887694
Train loss: 0.729955197392228 Val loss: 7.5790335358760785e-06 Time: 1.1666991000092821
Train loss: 0.7820451818573075 Val loss: 7.154292688937858e-06 Time: 1.2097820999915712
Train loss: 0.6490796889366861 Val loss: 6.825007858424215e-06 Time: 1.1892699999880278
Train loss: 0.7732992428268477 Val loss: 6.111512448114809e-06 Time: 1.225293800001964
Train loss: 0.754013005335044 Val loss: 5.665599019266665e-06 Time: 1.2695458000089275
Train loss: 0.8097324887528576 Val loss: 4.683358383772429e-06 Time: 1.161416700007976
Train loss: 0.6935099469935062 Val loss: 4.906711183139123e-06 Time: 1.1631456999893999
Train loss: 0.6458903907464868 Val loss: 4.856684427068103e-06 Time: 1.2335785999894142
Train loss: 0.8806113894233434 Val loss: 4.278480446373578e-06 Time: 1.1730892999912612
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 85.7101307999983
