starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\rnn_drop_23-24.pth
Train loss: 0.8179050951472249 Val loss: 0.08682217753389515 Time: 1.1935316000017338
Train loss: 0.6458300211473471 Val loss: 0.14334269235993533 Time: 1.3684167999890633
Train loss: 0.6103922097170094 Val loss: 0.16638656621994613 Time: 1.5350975999899674
Train loss: 0.6539697092450023 Val loss: 0.10559483302668789 Time: 1.4746383000165224
Train loss: 0.6578680335843785 Val loss: 0.15513029786886337 Time: 2.0677429999923334
Train loss: 0.5116416133599131 Val loss: 0.1851697696699356 Time: 1.6745635000115726
Train loss: 0.6064987063433627 Val loss: 0.1624277718508519 Time: 0.9654000000155065
Train loss: 0.6544552828185886 Val loss: 0.11205180665911989 Time: 1.4249442000000272
Train loss: 0.632598757692783 Val loss: 0.1970189509375604 Time: 1.1648128000088036
Shrinking learning rate to 1e-05
Train loss: 0.5445314270635224 Val loss: 0.11664878257808121 Time: 2.456917799980147
Train loss: 0.5260182475965829 Val loss: 0.12450015123966923 Time: 1.475220399996033
Train loss: 0.5394169539325162 Val loss: 0.11424898169430067 Time: 1.4767559999891091
Train loss: 0.5878334359034376 Val loss: 0.1312672946870535 Time: 1.178575700003421
Train loss: 0.4958154814663658 Val loss: 0.12834538457238734 Time: 1.0491350000083912
Train loss: 0.5523403441116708 Val loss: 0.11823781468560704 Time: 0.9834571999963373
Train loss: 0.5271872146361201 Val loss: 0.1200018835116177 Time: 0.8944569999875966
Train loss: 0.4718459571011522 Val loss: 0.1301887501416319 Time: 1.2688609999895561
Train loss: 0.49820355803832683 Val loss: 0.12409698734518311 Time: 1.1599831000203267
Train loss: 0.4429399238203757 Val loss: 0.1162215524574381 Time: 1.3540096000069752
Train loss: 0.4717253570931881 Val loss: 0.12569872472061952 Time: 1.1576835000014398
Train loss: 0.44143674840477587 Val loss: 0.12203059056996099 Time: 1.100292300019646
Train loss: 0.44049899451569496 Val loss: 0.12974575023425416 Time: 1.1597449999826495
Train loss: 0.48893182316459693 Val loss: 0.1272585399573368 Time: 2.461676700011594
Train loss: 0.5047792824875508 Val loss: 0.12145042641997221 Time: 2.086925899988273
Train loss: 0.5355761842010338 Val loss: 0.12242122950485881 Time: 2.1293557999888435
Train loss: 0.5531290122233798 Val loss: 0.11873971817866459 Time: 2.039073100022506
Train loss: 0.5318941438922593 Val loss: 0.1304370283925737 Time: 1.3362823000061326
Train loss: 0.4261981779359907 Val loss: 0.11536152640169486 Time: 1.5435319999814965
Train loss: 0.4253193943064453 Val loss: 0.12346601800513729 Time: 1.3975324000057299
Train loss: 0.5319512731437328 Val loss: 0.12025806851472061 Time: 1.2782062999904156
Train loss: 0.4775652412707885 Val loss: 0.13146069040469957 Time: 1.0683888000203297
Train loss: 0.6126493794423169 Val loss: 0.12986202096684402 Time: 0.896365299995523
Train loss: 0.47671513844716173 Val loss: 0.12761812535123693 Time: 0.9103933000005782
Train loss: 0.46102991263727944 Val loss: 0.12975017707347788 Time: 1.2427546000108123
Train loss: 0.4667999996589458 Val loss: 0.11630079551106244 Time: 1.551237100007711
Train loss: 0.47095613498638755 Val loss: 0.12616478628793062 Time: 1.725236500002211
Train loss: 0.4660690703671193 Val loss: 0.1330053619121282 Time: 2.0476393999997526
Train loss: 0.40343988354487426 Val loss: 0.12777719297640544 Time: 2.433966300013708
Train loss: 0.5269336607116983 Val loss: 0.1301762905393078 Time: 2.084164800005965
Train loss: 0.4264473791874579 Val loss: 0.12690498102958567 Time: 1.85185210002237
Train loss: 0.49570886306673856 Val loss: 0.12687782940631984 Time: 1.8418793000164442
Train loss: 0.4801413220055024 Val loss: 0.12981541669325963 Time: 1.8727423000091221
Train loss: 0.47336974401309817 Val loss: 0.12817211876939721 Time: 1.887324000010267
Train loss: 0.4351919395663515 Val loss: 0.12421099256112444 Time: 1.817506899998989
Train loss: 0.4487963917132447 Val loss: 0.12591774013660706 Time: 1.8276842999912333
Train loss: 0.4092454608787115 Val loss: 0.1211228386525167 Time: 1.676201200025389
Train loss: 0.4993898148154443 Val loss: 0.11873020666519572 Time: 4.073826200008625
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 0.4834020921025912 Val loss: 0.13070006884041113 Time: 2.4224691999843344
Train loss: 0.5054220988371867 Val loss: 0.13028658102168056 Time: 3.5512141000072006
Train loss: 0.49524548331071117 Val loss: 0.13007478500827163 Time: 1.7426260000211187
Train loss: 0.4046729890760048 Val loss: 0.12642466271122835 Time: 1.1648212999862153
Train loss: 0.42687728905676536 Val loss: 0.12732237595262633 Time: 1.9262478999735322
Train loss: 0.45846491534703304 Val loss: 0.12899619531473885 Time: 1.833221400011098
Train loss: 0.5637231963943137 Val loss: 0.13281557268614597 Time: 1.823400599998422
Train loss: 0.46192645624387385 Val loss: 0.12770790498879508 Time: 1.4362751999869943
Train loss: 0.41075985626557454 Val loss: 0.1241656774787482 Time: 1.3192850000050385
Train loss: 0.46154693620385023 Val loss: 0.12758259531784438 Time: 1.1496649000036996
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 645.8249691000092
